,screen_name,text,retweet_count,sentiment
56,kanyewest,Ive always said SNL uses black people to hold other black people back         My heart goes out to Issa Rae    I\u2019m\u2026 https://t.co/95uF0K88tk ,1121,2.7063819870675774
57,kanyewest,WRITE IN KANYE WEST https://t.co/0y1dgKth8Q ,12814,2.8705694889610402
58,kanyewest,My memories are from the future ,33416,4.317309858793579
59,kanyewest,Joe Rogan said it\u2019s cool for me to design the set for our podcast this Friday \u26f7 https://t.co/9FOPjU36K3 ,19502,3.901179976996405
60,kanyewest,IF I WOULD PUT MYSELF IN HARMS WAY TO GET MY MASTERS   THEY WOULD PUT THEMSELVES IN HARMS WAY TO STAY THE MASTER ,5210,2.503926565045262
61,kanyewest,https://t.co/slgmEiEPCb ,4849,2.914012722799592
62,kanyewest,Ideas happen twice   Once in your head    Once in reality  -BUJU BANTON         YEEZY IS SIMPLY A MIX OF HYPE WILLI\u2026 https://t.co/H0Px9yxjtN ,2579,2.0929830639359275
63,kanyewest,TODAY IS THE FIRST DAY OF EARLY VOTING IN LOUISIANA.\xa0\xa0\xa0VOTE KANYE https://t.co/6A9toADSYq ,1110,3.2412714386381687
64,kanyewest,I\u2019M OFFICIALLY A WRITE-IN CANDIDATE IN THE STATE OF MARYLAND.\xa0\xa0VOTE KANYE.    https://t.co/VVESmi75wN ,3031,3.0019796934438165
65,kanyewest,The Town Halls last night showed two different sides of America. It\u2019s time for healing.\n\n\u201cHe himself bore our sins\u201d\u2026 https://t.co/tof2LbmdbL ,1321,3.410387245556633
66,kanyewest,Thank God for the favor the increase and these YEEZY SLIIIIIIIDZZZZ \u26f7 thank Billboard awards for the 9 nominations\u2026 https://t.co/prC6bKLxiL ,3987,4.05948544163458
67,kanyewest,RT @JESUSlSKING: #GODSAVEAMERICA @kanyewest https://t.co/MdwJPIRW9z ,652,2.5919750384288442
68,kanyewest,RT @KimKardashian: \U0001f3a4\U0001f3a4\U0001f3a4\U0001f3a4 ,1630,3.026875436343922
69,kanyewest,"RT @butsmallhead: We need president who put god will in priority \U0001f64f and love all people \u2764\ufe0f @kanyewest is my president \U0001f91d  small head, BIG HEA\u2026 ",1133,3.294510062567441
70,kanyewest,https://t.co/nEOd6Auz17 ,2186,2.8879558399065974
71,kanyewest,https://t.co/PooGVJfmoi ,361,2.7624726251742295
72,kanyewest,Love this game https://t.co/JiB3lKfbIQ ,3016,4.807915699617451
73,kanyewest,https://t.co/itT4uCNs8b         Praise God \U0001f64f\U0001f3fe https://t.co/qsrv78ZFL9 ,993,3.39223304819013
74,kanyewest,https://t.co/QVUnkXOlO5 ,2319,2.9238351266043843
75,kanyewest,https://t.co/DRlix9mjvB ,1956,2.871987527119776
76,kanyewest,At least 600 are reported dead as of yesterday in the conflict \n\nDeaths mount in Armenia-Azerbaijan clashes amid truce calls ,2879,1.5986648318858145
77,kanyewest,RT @ComplexMusic: Kid Cudi talks ^Kids See Ghosts^ and HBO series ^We Are Who We Are^ in new interview:  https://t.co/PsAsO03Ia6 https://t.\u2026 ,518,3.3686911036336915
78,kanyewest,RT @Jei_Siah: THIS IS MY GOAT PRESIDENT\u203c\ufe0f\U0001f90d ,282,3.3928985397756737
79,kanyewest,RT @excitebikee: Hi @kanyewest we need this bad bro\U0001f64f\U0001f3fe\U0001f64f\U0001f3fe\U0001f525 ,742,2.0079702930165944
80,kanyewest,"RT @HYPEBEAST: ""THE WHOLE TEAM IS SO ENERGIZED THAT I HAD TO RELEASE THEME MUSIC NAH NAH NAH."" https://t.co/l5gbrS4V0G ",213,2.6830956638530585
81,kanyewest,"RT @TheLifeOfJulian: bro he dont MISS 14 years in still making hits, unreal ",259,2.334914812099955
82,kanyewest,RT @TheLifeOfJulian: bro WHAT this song is so hard ,160,1.567895237209794
83,kanyewest,RT @TheLifeOfJulian: WE NEED THIS TOO YE!! ,1237,4.1955366663117974
84,kanyewest,RT @WORLDSTAR: #KanyeWest tryna get on the #JoeRogan show! Would y\u2019all watch this?\U0001f447\U0001f914 @kanyewest @joerogan https://t.co/otBWAlVg0B ,556,2.4834372790557815
85,kanyewest,RT @XXL: \u2b07\ufe0f TODAY IN HIP-HOP \u2b07\ufe0f\n\n1991: UMC\u2019s release their debut album Fruits of Nature\n\nWhat\u2019s their best song? https://t.co/RScdbJkeRB ,156,2.9855013465186113
86,kanyewest,THE WHOLE TEAM IS SO ENERGIZED THAT I HAD TO RELEASE THEME MUSIC     NAH NAH NAH https://t.co/p3NhTV11cN ,17782,3.202897300086078
87,kanyewest,RT @sohh: YE 2020 AFTER ALL? Kanye West is leading Joe Biden and Donald Trump in Kentucky precinct voting polls \U0001f1fa\U0001f1f8\U0001f5f3 https://t.co/s29S1YTCrz ,1791,2.3267733443675183
88,kanyewest,My friend Eli\u2019s hoodie       Love this https://t.co/75akNRvUr0 ,1975,4.600207678987327
89,kanyewest,RT @ye4us: HOW TO WRITE IN @kanyewest FOR PRESIDENT OF THE UNITED STATES: https://t.co/dqry2VlxJ9 ,1339,2.7139540123892987
90,kanyewest,PEOLE TRIED TO TALK ME OUT OF RUNNING FOR PRESIDENT... NEVER LET WEAK CONTROLLING PEOPLE KILL YOUR SPIRIT ,11784,2.212545669293278
91,kanyewest,GET THE WEST WING READY !!! ... this is how I felt when I saw that Kentucky pole result \U0001f30e\U0001f30d\U0001f30f\U0001fa90\U0001f4ab\u2604\ufe0f\U0001f4a5\U0001f525\U0001f1fa ,5520,3.8397861739121195
92,kanyewest,\U0001f440 https://t.co/DLXt0yv1Kh ,4937,2.965087291634204
93,kanyewest,https://t.co/n7pLrR9pi5 ,498,2.952265465328825
94,kanyewest,Thai horn melon https://t.co/BALbqpuwMg ,3065,3.1477218023575215
95,kanyewest,"My condolences to the family and the people of Manchester, Tennessee who lost their dedicated Mayor, Lonnie Norman to COVID-19. ",1332,4.351236402485092
96,kanyewest,EARLY VOTING STARTS TODAY IN KENTUCKY\xa0\xa0\xa0\xa0\xa0VOTE KANYE\xa0\xa0\xa0\xa0\xa0https://t.co/UUB5pOT1OM ,1461,3.0697064193775576
97,kanyewest,Friends writing me in \u26f7 https://t.co/7GVXzYoHjt ,1625,3.811250052083039
98,kanyewest,"I stand with my Nigerian brothers and sisters to end police brutality, the government must answer to the peoples cr\u2026 https://t.co/F7ZnmUy2Io ",88999,3.144463176254494
99,kanyewest,https://t.co/ZURvTEW9ee  we stepping out on faith https://t.co/ypQfooB35w ,8943,2.9435615875919687
100,kanyewest,RT @justmattbentley: \U0001f92f https://t.co/nEy5454w05 ,2153,2.720279263409701
101,kanyewest,I love UZI         I be saying the same thing about Steve Jobs    I be feeling just like UZI ,15289,4.566603327418576
102,kanyewest,https://t.co/HXfuAWkcOI ,4357,2.857710835555682
103,kanyewest,Black babies lives matter      1000 black children are aborted daily     \U0001f440 ,17442,1.3137326053864022
104,kanyewest,Would love to go on Joe Rogan\u2019s podcast LIVE this week      I have my team trying to get your number    Joe I\u2019m in\u2026 https://t.co/5SzPoCFSA5 ,13249,3.466109420792901
105,kanyewest,Congratulations to the LA Lakers on winning the NBA championship!! Kobe\u2018s and Gigi\u2019s spirit are alive and I know th\u2026 https://t.co/YxoTI2SFdi ,13366,4.165592640083424
106,kanyewest,Friends writing me in \U0001f54a https://t.co/bC4NvFBWB5 ,10567,3.776875250801212
107,kanyewest,KANYE 2020 VISION PURPLE HAT SOLD THE MOST BY FAR        PRAISE GOD      THANKS YOU GUYS FOR YOUR SUPPORT https://t.co/I6Uj8qrntQ ,1288,4.400606834601825
108,kanyewest,"From $53 million in debt to a net worth of $5 billion in 4 years. Thank you, Jesus. I know I fall short, but I repe\u2026 https://t.co/XzFqToSsao ",12040,1.7418876054240315
109,kanyewest,RT @MasterPMiller: Hoody Hoos!! We went from Hip Hop to creating and Selling our own Products! @unclepcereal We changing the Game. Salute a\u2026 ,1528,2.4301920611494987
110,kanyewest,They had to get the merch first https://t.co/8gBTw6g6Jq https://t.co/6R0aJ6YGjJ ,16117,2.6083247546968176
111,kanyewest,https://t.co/8gBTw6g6Jq https://t.co/dibxyuZQ9h ,2418,2.86613844383137
112,kanyewest,https://t.co/8gBTw6g6Jq https://t.co/nt0areeYVk ,4185,2.9900371887643735
113,kanyewest,"My condolences to the family of fashion designer Kenzo Takada, who has recently passed away from COVID-19 ",5476,4.3891910429720955
114,kanyewest,There\u2019s a crying need for civility across the board.\xa0\xa0We need to and will come together in the name of Jesus.\n\nI\u2019m\u2026 https://t.co/qAxaVxcwkY ,12757,2.5344489190097423
115,kanyewest,@BOSS777 Ameer Sudan made it to Atlanta https://t.co/qziw1QoeTy ,170,2.259990026419361
116,kanyewest,Bron pass it to 2Chainz https://t.co/JAHKs2aXrB ,8340,1.9203818485310395
117,kanyewest,Lamborghini light dinner https://t.co/ePmDle37dj ,4494,3.6264252531469445
118,kanyewest,Praying for Armenia     Praying for Breonna Taylor\u2019s family  Praying for a world ravaged by the pandemic   Praying\u2026 https://t.co/S8IZoQGr4n ,16893,3.188652671590514
119,kanyewest,Dinner for 2 \U0001f54a https://t.co/0dilfacAqw ,2660,3.485753626823092
120,kanyewest,Our queen speaking on the Matrix https://t.co/XdLoCD3tHT ,5438,4.008046989353427
121,kanyewest,BELIEVE WHAT I SAY (snippet) https://t.co/U7Y2KQJ5UC ,47020,3.115900561879984
122,kanyewest,WE ARE HERE TO COMPLETE THE REVOLUTION \n\nWE ARE ARE BUILDING THE FUTURE https://t.co/Gyh7ofHUBz ,2119,4.49281632392614
123,kanyewest,Haiti is where our people started the first revolution that freed us from slavery https://t.co/NDM2uxoPZ4 ,14179,3.36384845816411
124,kanyewest,https://t.co/GXmEk1zim0 ,2065,3.116800550921403
125,kanyewest,https://t.co/B0cMnRgA4j ,420,3.0430953938770715
126,kanyewest,https://t.co/cIyO3crhAS ,816,2.837324450525153
127,kanyewest,https://t.co/KugqWGEn3I ,591,2.8604259361727715
128,kanyewest,https://t.co/ZPEnDrl9qZ ,590,2.8826034501286903
129,kanyewest,https://t.co/e9XdQaRzkh ,799,2.935014546783573
130,kanyewest,https://t.co/8btdHkiYK6 ,430,2.9168402110557397
131,kanyewest,https://t.co/twgdstscXL ,748,2.9992114470647513
132,kanyewest,https://t.co/7QTYYJEpNG ,381,2.888531134600414
133,kanyewest,https://t.co/FjRrWiFboV ,393,2.9759999303997
134,kanyewest,https://t.co/hlrN1YpxL5 ,554,3.0241971517619204
135,kanyewest,https://t.co/SY41JQqiaH ,293,2.9772815235584065
136,kanyewest,https://t.co/gUg7ZxJBoD ,322,2.8519756753450247
137,kanyewest,https://t.co/33zJFc3uT6 ,626,3.0056971973799538
138,kanyewest,https://t.co/E2QAdcRK0h ,283,2.9825842916591183
139,kanyewest,https://t.co/3AAO3AHFBl ,417,2.745197831254768
140,kanyewest,https://t.co/1qQI0GeraJ ,540,2.805142190916738
141,kanyewest,https://t.co/4BZGF2IgL9 ,268,3.067093003096626
142,kanyewest,https://t.co/Aq5McxhNXk ,268,2.909461277651104
143,kanyewest,https://t.co/AwOpO1Vj40 ,285,3.138920356650085
144,kanyewest,https://t.co/oPVd081Ds4 ,2000,2.9281595983206596
145,kanyewest,https://t.co/IbdsBlgVHy ,932,3.0315020749804784
146,kanyewest,https://t.co/RpsWASGbsP ,370,3.097141540352874
147,kanyewest,https://t.co/tT1awJPqFT ,258,2.961070987896423
148,kanyewest,https://t.co/TU0YTbVOWP ,308,2.812745083728854
149,kanyewest,https://t.co/14b6R4nrCp ,613,3.1769442845323863
150,kanyewest,https://t.co/3qEWmqgN2x ,449,2.91370121592263
151,kanyewest,https://t.co/2megRNkWi2 ,299,2.9708503460719675
152,kanyewest,This is who we really are https://t.co/wu5rLyGZcX ,2397,4.337077420654053
153,kanyewest,https://t.co/lKRFLYxDMy ,1754,2.9136146094692448
154,kanyewest,Ernesto Neto https://t.co/dG7dGMpi81 ,458,2.99390126572606
155,kanyewest,You guys like stuff ? \U0001f994 https://t.co/XygUVHnRHT ,734,2.469789276717518
156,kanyewest,Bowl https://t.co/eetqsPqX4T ,12971,3.5474754804741275
157,kanyewest,2020 hoodie \U0001f440 https://t.co/h1jX2Pxrs2 ,1083,3.028139222740583
158,kanyewest,https://t.co/glcmErV7JB ,172,3.12665563009051
159,kanyewest,https://t.co/RRZPweqdVw ,183,2.9303774739790267
160,kanyewest,https://t.co/V4xx3kLwjY ,232,2.995216055746332
161,kanyewest,Pockets https://t.co/jpEFK1vK9L ,341,3.780736640191737
162,kanyewest,Color https://t.co/pJRPyrQP8H ,553,3.2301145141195677
163,kanyewest,Food https://t.co/T6XfWfLzg4 ,949,3.4652819922056253
164,kanyewest,Concept https://t.co/FZlTYuKQ1C ,970,3.3932609869785595
165,kanyewest,\U0001f988 https://t.co/vUqaQIxLpA ,474,3.0542379946513023
166,kanyewest,https://t.co/CfPMJZe0kl ,191,3.0414892502490316
167,kanyewest,https://t.co/BuhR8ioGvC ,235,2.9137922175358035
168,kanyewest,https://t.co/J7e45BiFJV ,185,3.1471437570326684
169,kanyewest,https://t.co/Qzo4Mmovze ,180,2.9536042234455326
170,kanyewest,https://t.co/OTa0T5zOmQ ,178,2.9690041289893943
171,kanyewest,Bianca Saunders https://t.co/UvvaPyIMuT ,208,3.085139313417889
172,kanyewest,https://t.co/Ivs7uBVLL6 ,203,2.991819604500727
173,kanyewest,David Koma      I liked this collection a lot https://t.co/G4VwO4gYLq ,214,4.2216010099475945
174,kanyewest,\u26f7 https://t.co/6rQJDcf3jN ,3603,2.963835045946798
175,kanyewest,\U0001f994 https://t.co/HWePVfutHh ,261,2.937793805391579
176,kanyewest,\U0001f9a1 https://t.co/PZFoXfd6m3 ,372,3.070468076606215
177,kanyewest,Noguchi https://t.co/cDtSF8I46a ,642,3.0987975409003394
178,kanyewest,Joel Katz and Ameer Sudan https://t.co/V6FB7mR6bR ,352,3.1372417910570682
179,kanyewest,My brothers M1 and Dave Chappelle called me to support https://t.co/1TVDxN4b1N ,4161,3.8765812806555346
180,kanyewest,JAMES LINDSAY IS THE MOST IMPORTANT AND POWERFUL ENTREPRENEUR IN THE WORLD ... HE DON\u2019T GOT TO BEG TO BE ON BOARDS\u2026 https://t.co/uSKGCFChNi ,1333,3.279674139732791
181,kanyewest,My first pillar when I\u2019m on the board of adidas will be an adidas Nike collaboration to support community growth ,8253,3.962339053380318
182,kanyewest,I WATCH BLADERUNNER  ON REPEAT https://t.co/qhXFiVweCs ,15438,3.299638930266615
183,kanyewest,DENIS VILLENEUVE https://t.co/XFdbnkVV8g ,2819,3.1855976594678728
184,kanyewest,WE WILL BE RECOGNIZED ,4748,4.245769371404492
185,kanyewest,\u26f7 https://t.co/ilz6KoqU9D ,3711,2.925477657939083
186,kanyewest,RT @OsheaJacksonJr: Next to Kobe and Shaq. This might be my favorite duo ,1502,3.9926167467432783
187,kanyewest,LAQUAN SMITH AND HYPE WILLIAMS https://t.co/bUw9wBsAdM ,337,3.0842331377150733
188,kanyewest,LAQUAN SMITH AND HYPE WILLIAMS https://t.co/3VA6ymxdF6 ,373,3.128364504086235
189,kanyewest,LAQUAN SMITH AND HYPE WILLIAMS https://t.co/wEe0DwBgub ,473,3.043792363974301
190,kanyewest,Laquan Smith and Hype Williams https://t.co/GkI0S0TfPO ,883,3.167760651269976
191,kanyewest,Sci Fi https://t.co/NLsUGQWYB1 ,1975,3.6285341625137733
192,kanyewest,https://t.co/lRqbKSMdwd ,2084,3.034776150559531
193,kanyewest,Now let\u2019s have Universal match me https://t.co/ui7D8kyPQR ,5283,3.9786380141282756
194,kanyewest,I\u2019m giving all Good music artist back the 50% share I have of their masters ,18472,4.555396026599849
195,kanyewest,YZY Farm to table \u26f7 it\u2019s a good start https://t.co/JKHmY3eL9v ,1910,4.011577648407879
196,kanyewest,WE MUST FORM A UNION     WE MUST UNIFY https://t.co/drZWqJCwse ,4662,3.501577224245114
197,kanyewest,https://t.co/LlxJwI2Dye ,341,2.965650215216218
198,kanyewest,Neil Young basically has his own Spotify https://t.co/0JrYQnNGXS ,1138,2.854791047570154
199,kanyewest,My mama was a\u2019 English teacher     I know how to use correct English    But Sometimes I just don\u2019t feel like it aaaand I ain\u2019t got to \u26f7 ,14134,2.8536038340900016
200,kanyewest,I believe Master P and Uncle Luke we\u2019re fully independent     They pressed they own vinyl ,1514,3.6024953141186824
201,kanyewest,Been trying to connect with Master P  and Baby I\u2019ve always felt they understood how to be independent ,1936,3.846189854464077
202,kanyewest,WINNING IS THE ONLY OPTION ,81709,3.315152467175056
203,kanyewest,Getting our simplified DONDA gardens together      No squash \U0001f937\U0001f3fe\u200d\u2642\ufe0f aaaaand definitely no broccoli \U0001f923 https://t.co/L82gJLpRWV ,1379,3.0845877892151425
204,kanyewest,\U0001f54a https://t.co/9A1Lwu1Uec ,9128,3.0398497937415137
205,kanyewest,\u26f7 https://t.co/jEx5jjuXgM ,6861,2.9760775831357824
206,kanyewest,https://t.co/oSO2zAoid7 ,4335,2.8462228982643456
207,kanyewest,YZY DESIGN MEETING WITH MARK MINER AND RANDAL YARBOROUGH https://t.co/ayCniv83dr ,1152,3.5295534967232918
208,kanyewest,THE LAST POST SHOWING THE BOLLORE BOARD WAS MISSING PHOTOS ... HERE GOES EVERYONE \u26f7 https://t.co/iETBuENaE7 ,566,2.048656773319826
209,kanyewest,AND MY SUPER DUPER POOPER SCOOPER STAR SHIP TROOPER BEST FRIENDS AT BOLLORE \U0001f60a https://t.co/0xces8X5TU ,1050,4.641513301390544
210,kanyewest,MY NEW FRIENDS AT VIVENDI \U0001f60a https://t.co/wxvlDzgqTS ,557,4.3341506376750285
211,kanyewest,THESE ARE ALL GOING TO BE MY BEST FRIENDS SOME DAY \U0001f60a UNIVERSAL https://t.co/R3trGtSB5L ,923,4.537056461307785
212,kanyewest,Ma$e is right about that line ... I always felt funny about that line ... Ma$e is one of my favorite rappers and I\u2026 https://t.co/SHPxPmkKW9 ,3024,4.508139535160652
213,kanyewest,There are 5 main pillars in a professional musicians business                        Recording    Publishing    Tou\u2026 https://t.co/v30D8Mu5tz ,4039,3.492287258000788
214,kanyewest,"This is a call for all artist to unify ... I will get my masters , I got the most powerful lawyer in music and I ca\u2026 https://t.co/ZuYhUqXMJF ",4050,2.0504280403202326
215,kanyewest,"7. PORTALS\n\nAre not just for royalties. They are for your entire business.\xa0\xa0Every audio file, every asset, every de\u2026 https://t.co/V5ROO5QpXy ",1615,4.0047930047425595
216,kanyewest,It sounds basic and logical but t does NOT exist. They focus on top earners and ZERO look at the 440 stores\u2026. Only\u2026 https://t.co/T9mIUhlIlL ,1319,1.9871682358050224
217,kanyewest,6. ROYALTIES\n\nAgain back to dependents. You need a business manager to read how you did? So you pay to see your mon\u2026 https://t.co/DKLWQXkpUB ,1933,2.048286282290166
218,kanyewest,5. ADVANCES ARE JUST LOANS!!\n\nOn Artists re-signing these stop. Advances are Loans with 75% interest rates (or wors\u2026 https://t.co/ZqQWVchnuv ,2735,1.3939685969970605
219,kanyewest,UMG now has a 2.2 billion share holding stake in Spotify. This is the artists. The system as to how we get share ba\u2026 https://t.co/eaD6xzf1cx ,1613,3.2544833465804186
220,kanyewest,NO MORE blanket licenses. It should be clear from day one\u2026 what shares you get NOW and when you leave. If your song\u2026 https://t.co/6tX2d6DXrx ,1463,3.103448051361913
221,kanyewest,5. EQUITY &amp; BLANKET LICENSES ARE THE MAJORITY OF FUTURE NEW INCOME.\n\nIf you\u2019re with a major you have invested your\u2026 https://t.co/EI40W54ekq ,1602,3.407025476272385
222,kanyewest,4. LAWYERS \n\nthe first thing that changes about Record Deals is actually lawyers.\n\nWe need Plain English contracts.\u2026 https://t.co/B1Jo3xglSi ,3737,2.628174943526724
223,kanyewest,3. DEPENDANTS\n\nArtists must be dependent on no one but themselves to manage their catalog. You should need NO ONE e\u2026 https://t.co/I86deJ1sVk ,2334,3.340372843993047
224,kanyewest,2. The record label / publisher is a service provider that receives a share of the income for a limited term. The s\u2026 https://t.co/1mPnBpG278 ,2187,2.462778307572286
225,kanyewest,1. The artist owns the copyright in the recordings and songs and leases them to the record label / publisher for a\u2026 https://t.co/1XGnfZJCoO ,3166,2.4050426763498227
226,kanyewest,NEW RECORDING AND PUBLISHING DEAL GUIDELINES ,2687,4.1850395775980305
227,kanyewest,Two years ago we had 50 million people subscribed to music streaming services around the world. Today we have 400 m\u2026 https://t.co/ckC8Fiucha ,3814,2.6778228036927376
228,kanyewest,Speaking Biggs now ... I shouldn\u2019t have said anything about Puma publicly ... I apologize to Emory and Jay and the entire Puma crew ,2543,1.7744837453949462
229,kanyewest,STEVE RIFKIND PULLING UP TO CHANGE THE MUSIC GAME FOREVER https://t.co/otL5vkY4Vm ,1402,3.7792924403488537
230,kanyewest,YEEZY CHRISTIAN ACADEMY V1 https://t.co/YRqK9daOCs ,1316,3.3060360861235747
